"","TALHAO","PARCELA","COD_ARVORE","CAP","HT","CATEGORIA","HD","b0","b1","Rsqr","Std.Error"
"688",3656,114,203,50.6,23.5,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"689",3656,114,204,0,0,"Falha",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"690",3656,114,205,52,0,"Bifurcadaacima1.30",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"691",3656,114,301,50.8,21.8,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"692",3656,114,302,48.9,21.6,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"693",3656,114,303,52.5,0,"Bifurcadaacima1.30",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"694",3656,114,304,50.1,23.2,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"695",3656,114,305,41.4,21.2,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"696",3656,114,401,54.2,0,"Bifurcadaabaixo1.30",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"697",3656,114,401,0,0,"CAP<9",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"698",3656,114,501,53.4,23.2,"Dominante",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"699",3656,114,403,51.4,0,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"700",3656,114,404,49.7,0,"Normal",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"701",3656,114,405,57.2,0,"Bifurcadaacima1.30",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"702",3656,114,502,45,0,"Bifurcadaacima1.30",22.9,3.48788379599185,-6.02411785091814,0.533649637619076,0.0308422695633655
"703",3656,115,503,46.8,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"704",3656,115,101,51.6,0,"Bifurcadaacima1.30",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"705",3656,115,102,42.8,21.5,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"706",3656,115,103,44.1,0,"Bifurcadaacima1.30",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"707",3656,115,201,51.3,22.3,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"708",3656,115,202,47.4,21.7,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"709",3656,115,203,44.9,0,"Bifurcadaabaixo1.30",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"710",3656,115,203,22,0,"Outros Fustes",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"711",3656,115,204,49,21.6,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"712",3656,115,205,50.2,22.7,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"713",3656,115,301,54.6,23.5,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"714",3656,115,302,51.9,22.8,"Dominante",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"715",3656,115,303,45,21,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"716",3656,115,304,46.9,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"717",3656,115,305,46.7,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"718",3656,115,306,47.4,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"719",3656,115,401,54.1,23.5,"Dominante",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"720",3656,115,402,46.7,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"721",3656,115,403,49.4,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"722",3656,115,404,49.9,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"723",3656,115,405,45.5,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"724",3656,115,501,0,0,"Falha",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"725",3656,115,502,51.5,0,"Normal",23.15,3.5313255899255,-6.71521530513645,0.750875975089919,0.0201142988405678
"726",3656,116,101,0,0,"Falha",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"727",3656,116,102,52.2,0,"Morta",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"728",3656,116,103,56,22.4,"Dominante",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"729",3656,116,201,55.9,22.7,"Dominante",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"730",3656,116,202,54.3,0,"Bifurcadaacima1.30",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"731",3656,116,203,52.2,22,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"732",3656,116,204,52.7,22,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"733",3656,116,301,44.8,21,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"734",3656,116,302,44.9,20.8,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"735",3656,116,303,45.4,20.7,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"736",3656,116,304,47.8,21.3,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"737",3656,116,305,39.3,0,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"738",3656,116,401,0,0,"Falha",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"739",3656,116,402,52.3,0,"Bifurcadaabaixo1.30",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"740",3656,116,402,28.8,0,"Outros Fustes",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"741",3656,116,403,45.7,0,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"742",3656,116,404,43.3,0,"Bifurcadaabaixo1.30",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"743",3656,116,404,29.1,0,"Outros Fustes",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"744",3656,116,405,45.5,0,"Bifurcadaacima1.30",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"745",3656,116,501,45,0,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"746",3656,116,502,50.8,0,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"747",3656,116,503,48.8,0,"Normal",22.55,3.4345809716304,-5.70844589190208,0.958800913391589,0.00715084718613359
"748",3656,117,101,45.8,21.1,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"749",3656,117,102,52.5,21.4,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"750",3656,117,103,45.4,0,"Bifurcadaabaixo1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"751",3656,117,103,25,0,"Outros Fustes",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"752",3656,117,201,50.4,0,"Bifurcadaacima1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"753",3656,117,202,36.2,18.9,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"754",3656,117,203,50.5,0,"Bifurcadaabaixo1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"755",3656,117,203,22.2,0,"Outros Fustes",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"756",3656,117,204,42.7,0,"Bifurcadaacima1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"757",3656,117,301,53.7,20.5,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"758",3656,117,302,43.4,19.1,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"759",3656,117,303,37.3,0,"Bifurcadaabaixo1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"760",3656,117,303,35.9,0,"Outros Fustes",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"761",3656,117,304,54.2,21.2,"Dominante",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"762",3656,117,401,52.2,0,"Bifurcadaacima1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"763",3656,117,402,53.6,21,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"764",3656,117,403,48.5,20.3,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"765",3656,117,404,45,0,"Bifurcadaacima1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"766",3656,117,405,53,0,"Bifurcadaacima1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"767",3656,117,406,54.6,20.8,"Dominante",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"768",3656,117,501,50.9,0,"Bifurcadaabaixo1.30",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"769",3656,117,501,22.1,0,"Outros Fustes",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"770",3656,117,502,46.7,0,"Normal",21,3.26809904816341,-3.84080574039266,0.641697623764114,0.0269908413555746
"771",3656,118,101,51,21.9,"Dominante",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"772",3656,118,102,48.6,20.8,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"773",3656,118,201,46.2,22.2,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"774",3656,118,202,48.2,0,"Bifurcadaabaixo1.30",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"775",3656,118,202,26.9,0,"Outros Fustes",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"776",3656,118,203,49.5,21.4,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"777",3656,118,204,45.7,20.7,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"778",3656,118,301,49.5,21.4,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"779",3656,118,302,49,22.5,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"780",3656,118,303,48.4,22.6,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"781",3656,118,304,51.8,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"782",3656,118,305,45.7,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"783",3656,118,306,49.7,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"784",3656,118,401,50.8,22.1,"Dominante",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"785",3656,118,402,35.7,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"786",3656,118,403,49.5,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"787",3656,118,404,46.7,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"788",3656,118,405,40.1,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"789",3656,118,501,46.3,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"790",3656,118,502,44.7,0,"Normal",22,3.30671566136525,-3.53823672044575,-0.0597376006922401,0.033150625762175
"791",3656,119,101,52.2,22.7,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"792",3656,119,102,48,21.6,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"793",3656,119,103,52.9,23.1,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"794",3656,119,201,41.5,21.2,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"795",3656,119,202,53.6,24.2,"Dominante",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"796",3656,119,203,47.3,23.1,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"797",3656,119,204,52.4,23.4,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"798",3656,119,205,42,21.8,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"799",3656,119,301,43.8,0,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"800",3656,119,302,46.9,0,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"801",3656,119,303,53.5,0,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"802",3656,119,304,54.7,23.3,"Dominante",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"803",3656,119,401,50,0,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"804",3656,119,402,50.4,0,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"805",3656,119,501,51.1,0,"Normal",23.75,3.45279931104304,-5.15108966159809,0.632030132889118,0.0263402879878222
"806",3661,101,201,53.2,26.3,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"807",3661,101,202,52.3,25.9,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"808",3661,101,205,48.5,25.4,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"809",3661,101,206,47.4,25.9,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"810",3661,101,203,52.2,26,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"811",3661,101,204,48.5,0,"Bifurcadaacima1.30",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"812",3661,101,303,54,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"813",3661,101,304,46.4,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"814",3661,101,301,57.6,27.1,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"815",3661,101,302,51.6,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"816",3661,101,103,50.3,25.4,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"817",3661,101,402,55.2,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"818",3661,101,403,59.1,27.5,"Dominante",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"819",3661,101,404,57.2,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"820",3661,101,405,58.8,28.2,"Dominante",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"821",3661,101,501,52.1,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"822",3661,101,502,51.9,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"823",3661,101,503,54,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"824",3661,101,504,50.8,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"825",3661,101,401,42.1,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"826",3661,101,102,53.3,26.5,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"827",3661,101,305,51.1,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"828",3661,101,306,54.3,0,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"829",3661,101,101,58.1,27.2,"Normal",27.85,3.6683272650315,-6.66589823239739,0.79152471372429,0.0154667762398188
"830",3661,102,101,57.8,27.8,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"831",3661,102,102,38.4,0,"Dominada",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"832",3661,102,204,50.9,26.7,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"833",3661,102,205,53.4,27.5,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"834",3661,102,301,54,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"835",3661,102,302,49.5,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"836",3661,102,303,56.6,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"837",3661,102,304,23.3,0,"Bifurcadaabaixo1.30",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"838",3661,102,304,22.3,0,"Outros Fustes",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"839",3661,102,305,0,0,"CAP<9",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"840",3661,102,103,57.5,27.6,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"841",3661,102,104,56.7,26.7,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"842",3661,102,201,58.4,27.2,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"843",3661,102,202,59.5,27.3,"Dominante",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"844",3661,102,203,52.1,26.1,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"845",3661,102,405,56.9,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"846",3661,102,501,47.8,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"847",3661,102,502,52.7,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"848",3661,102,503,58,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"849",3661,102,504,55.7,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"850",3661,102,306,0,0,"Falha",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"851",3661,102,401,53.3,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"852",3661,102,402,60,28.5,"Dominante",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"853",3661,102,403,57.4,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"854",3661,102,404,56.9,0,"Normal",27.9,3.59578826137672,-5.18400508752464,0.38782126189442,0.0202404524252803
"855",3661,103,102,52.7,26.9,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"856",3661,103,103,52.5,25.7,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"857",3661,103,104,50.5,26.2,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"858",3661,103,101,52.3,26.2,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"859",3661,103,301,54,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"860",3661,103,302,52.5,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"861",3661,103,303,49.9,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"862",3661,103,304,40.5,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"863",3661,103,305,52.8,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"864",3661,103,401,55.7,26.9,"Dominante",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"865",3661,103,402,51.7,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"866",3661,103,403,48.1,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"867",3661,103,201,49,25,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"868",3661,103,202,53.2,26.2,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"869",3661,103,203,55.1,26.5,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"870",3661,103,204,54.6,26.3,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"871",3661,103,205,55.3,27.5,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"872",3661,103,504,43.9,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"873",3661,103,405,37.6,0,"Dominada",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"874",3661,103,501,48.6,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"875",3661,103,502,55.4,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"876",3661,103,404,56.2,27,"Dominante",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"877",3661,103,503,55.1,0,"Normal",26.95,3.74959713118022,-8.08236422641863,0.595560100982128,0.0165443724486489
"878",3661,104,101,54.9,27.4,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"879",3661,104,102,54,26.6,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"880",3661,104,103,55.5,27.3,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"881",3661,104,202,58.7,27.7,"Dominante",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"882",3661,104,203,56.9,27.2,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"883",3661,104,204,56.4,27.8,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"884",3661,104,201,59.9,25.5,"Dominante",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"885",3661,104,303,54.3,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"886",3661,104,304,54.7,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"887",3661,104,305,54.3,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"888",3661,104,306,55.1,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"889",3661,104,401,54.7,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"890",3661,104,402,50.7,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"891",3661,104,403,52.6,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"892",3661,104,404,51.6,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"893",3661,104,405,53.6,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"894",3661,104,501,58.3,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"895",3661,104,502,48.7,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"896",3661,104,503,54.6,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"897",3661,104,301,43.2,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"898",3661,104,302,51.6,0,"Normal",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"899",3661,104,205,58.7,28.1,"Dominante",27.1,3.19119476103571,2.01831149034467,-0.146252139940579,0.0328651302687955
"900",3661,105,103,51.1,25.8,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"901",3661,105,104,54.5,25.7,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"902",3661,105,202,49.9,26.2,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"903",3661,105,203,55.8,26.9,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"904",3661,105,204,52.2,25.7,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"905",3661,105,201,49.8,25.9,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"906",3661,105,302,52.7,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"907",3661,105,303,57.1,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"908",3661,105,304,59.3,27.3,"Dominante",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"909",3661,105,301,54.7,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"910",3661,105,101,55.8,26.8,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"911",3661,105,102,46.5,24.9,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"912",3661,105,402,52.9,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"913",3661,105,403,57.2,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"914",3661,105,404,55.7,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"915",3661,105,405,51.1,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"916",3661,105,501,56.9,0,"Normal",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
"917",3661,105,502,0,0,"Falha",26.9,3.54163338669832,-4.69207758954353,0.636986820989886,0.0164499519599128
